"V1"	"V2"
"165"	0.568	0.418
"166"	0.038	0.12
"167"	0.33	0.375
"168"	0.45	0.454
"169"	0.518	0.216
"170"	-0.099	-0.17
"171"	0.615	0.664
"172"	-0.103	-0.262
"173"	0.269	-0.053
"174"	0.718	0.704
"175"	0.278	0.348
"176"	0.124	0.018
"177"	0.635	0.653
"178"	0.573	0.309
"179"	0.256	0.019
"180"	-0.073	-0.05
"181"	0.4	0.325
"182"	0.181	0.099
"183"	0.124	0.188
"184"	0.153	0.229
"185"	0.246	0.239
"186"	-0.581	-0.378
"187"	0.257	0.19
"188"	0.192	-0.151
"189"	-0.36	-0.252
"190"	-0.093	0.083
"191"	0.565	0.414
"192"	0.44	0.421
"193"	-0.173	-0.311
"194"	0.586	0.587
"195"	0.406	0.665
"196"	0.755	0.664
"197"	0.556	0.385
"198"	-0.054	-0.023
"199"	0.228	0.039
"200"	-0.377	-0.161
"201"	0.231	-0.023
"202"	-0.452	-0.292
"203"	0.581	0.439
"204"	0.025	-0.14
"205"	0.521	0.632
"206"	-0.33	-0.07
"207"	0.535	0.655
"208"	0.062	-0.1
"209"	0.54	0.463
"210"	0.343	0.562
"211"	0.373	0.382
"212"	-0.051	0.146
"213"	0.355	0.443
"214"	0.433	0.183
"215"	0.427	0.523
"216"	0.614	0.314
"217"	-0.05	0.056
"218"	0.241	0.132
"219"	0.387	0.059
"220"	0.009	-0.05
"221"	0.638	0.517
"222"	-0.217	-0.05
"223"	0.618	0.611
"224"	0.261	0.059
"225"	0.86	0.865
"226"	0.58	0.336
"227"	0.112	0.159
"228"	0.712	0.534
"229"	0.567	0.225
"230"	0.517	0.482
"231"	-0.327	-0.426
"232"	0.435	0.232
"233"	0.284	0.438
"234"	0.253	0.327
"235"	0.515	0.332
"236"	0.78	0.5
"237"	0.451	0.337
"238"	-0.339	-0.46
"239"	-0.101	-0.271
"240"	0.217	-0.013
"241"	0.672	0.378
"242"	0.15	0.066
"243"	0.206	-0.143
"244"	0.602	0.362
"245"	0.589	0.221
"246"	-0.386	-0.144
"247"	0.271	0.057
"248"	-0.145	-0.213
"249"	0.628	0.522
"250"	-0.128	-0.232
"251"	0.241	0.071
"252"	0.524	0.443
"253"	0.453	0.533
"254"	0.32	0.132
"255"	0.854	0.581
"256"	-0.089	-0.147
"257"	0.253	0.245
"258"	0.014	0.151
"259"	-0.055	0.006
"260"	0.084	-0.004
"261"	0.056	0.113
"262"	0.233	0.385
"263"	0.484	0.332
"264"	0.321	0.109
"265"	0.158	-0.074
"266"	0.51	0.488
"267"	0.284	0.445
"268"	0.203	-0.092
"269"	0.221	0.272
"270"	0.491	0.585
"271"	0.221	0.279
"272"	0.33	0.39
"273"	0.474	0.346
"274"	0.348	0.292
"275"	0.445	0.455
"276"	0.316	0.402
"277"	0.112	0.029
"278"	0.798	0.756
"279"	0.282	0.031
"280"	0.322	0.153
"281"	0.031	0.281
"282"	0.66	0.534
"283"	-0.176	-0.209
"284"	0.48	0.322
"285"	0.196	0.018
"286"	-0.244	-0.155
"287"	0.543	0.595
"288"	-0.069	-0.289
"289"	0.042	-0.046
"290"	0.18	-0.009
"291"	0.388	0.416
"292"	0.042	-0.074
"293"	-0.546	-0.539
"294"	0.398	0.229
"295"	0.03	0.107
"296"	-0.042	-0.226
"297"	-0.007	-0.182
"298"	-0.584	-0.367
"299"	-0.17	-0.225
"300"	0.488	0.418
"301"	0.013	0.282
"302"	0.524	0.446
"303"	0.162	0.163
"304"	0.133	0.023
"305"	0.058	0.37
"306"	0.048	-0.161
"307"	0.323	0.179
"308"	0.175	0.28
"309"	-0.086	0.09
"310"	-0.38	-0.467
"311"	0.275	0.101
"312"	0.386	-0.052
"313"	0.829	0.617
"314"	0.778	0.648
"315"	-0.309	0.002
"316"	-0.062	-0.246
"317"	-0.109	-0.424
"318"	0.018	0.258
"319"	-0.229	-0.018
"320"	0.169	-0.067
"321"	0.378	0.261
"322"	0.699	0.568
"323"	-0.043	0.071
"324"	0.285	0.266
"325"	0.439	0.116
"326"	0.705	0.679
"327"	0.525	0.356
"328"	0.476	0.41
"329"	0.695	0.584
"330"	0.378	0.333
"331"	0.403	0.302
"332"	0.591	0.573
"333"	-0.108	0.082
"334"	-0.071	0.033
"335"	-0.073	-0.196
"336"	-0.052	-0.044
"337"	0.207	0.18
"338"	-0.127	-0.145
"339"	0.142	0.121
"340"	0.508	0.38
"341"	-0.087	-0.354
"342"	0.687	0.517
"343"	-0.179	-0.103
"344"	-0.283	-0.136
"345"	0.481	0.508
"346"	-0.31	-0.375
"347"	0.123	0.252
"348"	0.169	0.12
"349"	-0.418	-0.322
"350"	0.733	0.694
"351"	-0.276	-0.237
"352"	-0.158	-0.17
"353"	0.157	0.518
"354"	-0.078	-0.231
"355"	0.163	0.067
"356"	0.056	0.182
"357"	-0.088	-0.07
"358"	0.024	-0.045
"359"	-0.074	-0.064
"360"	-0.162	-0.147
"361"	0.671	0.628
"362"	0.481	0.4
"363"	0.341	0.37
"364"	0.065	-0.05
"365"	-0.187	0.011
"366"	0.511	0.57
"367"	-0.186	0.041
"368"	0.182	0.009
"369"	-0.682	-0.5
"370"	0.591	0.297
"371"	0.228	0.249
"372"	-0.306	-0.242
"373"	0.053	-0.064
"374"	0.173	0.525
"375"	-0.339	-0.311
"376"	0.581	0.567
"377"	0.001	0.06
"378"	0.479	0.424
"379"	0.827	0.759
"380"	-0.187	-0.254
"381"	-0.181	-0.08
"382"	0.061	0.144
"383"	0.133	0.171
"384"	0.59	0.529
"385"	-0.282	-0.107
"386"	-0.073	-0.132
"387"	0.458	0.362
"388"	0.533	0.316
"389"	-0.481	-0.695
"390"	0.133	-0.177
"391"	0.439	0.424
"392"	0.14	-0.022
"393"	0.36	0.213
"394"	0.018	-0.01
"395"	0.534	0.331
"396"	0.129	-0.152
"397"	0.682	0.54
"398"	0.375	0.307
"399"	0.434	0.37
"400"	0.502	0.53
"401"	0.295	0.134
"402"	0.822	0.661
"403"	-0.047	0.251
"404"	0.208	0.085
"405"	0.471	0.347
"406"	0.655	0.682
"407"	0.511	0.549
"408"	-0.111	0.061
"409"	-0.459	-0.214
"410"	0.236	-0.077
"411"	0.265	-0.219
"412"	0.045	-0.001
"413"	0.38	0.156
"414"	0.677	0.784
"415"	0.541	0.548
"416"	-0.133	-0.074
"417"	0.259	0.161
"418"	-0.192	-0.375
"419"	0.603	0.28
"420"	0.348	0.202
"421"	-0.207	-0.344
"422"	0.572	0.66
"423"	0.338	0.123
"424"	-0.042	0.207
"425"	0.769	0.526
"426"	0.19	0.053
"427"	-0.031	-0.194
"428"	0.298	0.014
"429"	-0.339	-0.149
"430"	0.353	0.308
"431"	0.779	0.68
"432"	0.795	0.662
"433"	-0.113	-0.146
"434"	-0.039	0.041
"435"	-0.212	-0.103
"436"	-0.349	-0.364
"437"	0.825	0.798
"438"	-0.042	0.014
"439"	-0.075	-0.183
"440"	0.376	0.103
"441"	-0.19	-0.54
"442"	0.379	0.267
"443"	0.264	0.181
"444"	0.777	0.582
"445"	-0.174	-0.358
"446"	0.2	0.191
"447"	0.574	0.54
"448"	0.723	0.71
"449"	0.469	0.435
"450"	0.539	0.597
"451"	0.292	0.07
"452"	0.349	0.303
"453"	-0.186	-0.126
"454"	0.453	0.383
"455"	0.573	0.147
"456"	0.09	-0.053
"457"	0.748	0.691
"458"	-0.052	-0.076
"459"	0.43	0.375
"460"	0.747	0.693
"461"	0.759	0.68
"462"	0.071	0.087
"463"	0.116	-0.099
"464"	0.294	0.257
"465"	-0.083	-0.441
"466"	-0.228	-0.057
"467"	0.031	-0.446
"468"	0.26	0.268
"469"	0.58	0.458
"470"	0.238	0.232
"471"	0.625	0.785
"472"	-0.291	-0.221
"473"	0.131	-0.388
"474"	0.116	0.147
"475"	0.738	0.63
"476"	0.585	0.192
"477"	-0.352	-0.329
"478"	0.715	0.711
"479"	0.352	0.356
"480"	0.221	0.293
"481"	0.719	0.546
"482"	0.436	0.381
"483"	-0.272	-0.329
"484"	-0.118	-0.284
"485"	0.266	0.227
"486"	0.125	0.152
"487"	-0.262	-0.356
"488"	0.567	0.519
"489"	0.262	-0.004
"490"	0.594	0.652
"491"	0.391	0.358
"492"	0.795	0.761
"493"	0.311	0.663
"494"	0.136	0.16
"495"	0.35	0.391
"496"	0.177	0.107
"497"	0.506	0.468
"498"	0.606	0.515
"499"	-0.11	-0.085
"500"	0.5	0.468
