"V1"	"V2"
"462"	0.091	0.175
"463"	-0.161	-0.288
"464"	0.114	0.157
"465"	-0.375	-0.507
"466"	-0.305	-0.115
"467"	-0.171	-0.473
"468"	0.134	0.048
"469"	0.511	0.441
"470"	0.087	0.099
"471"	0.341	0.425
"472"	-0.69	-0.455
"473"	-0.088	-0.39
"474"	-0.085	0.013
"475"	0.467	0.616
"476"	0.507	0.008
"477"	-0.423	-0.459
"478"	0.205	0.2
"479"	0.095	0.125
"480"	0.086	0.116
"481"	0.409	0.287
"482"	0.011	0.052
"483"	-0.331	-0.356
"484"	-0.38	-0.442
"485"	-0.017	-0.069
"486"	-0.128	-0.025
"487"	-0.41	-0.481
"488"	0.499	0.553
"489"	0.218	-0.154
"490"	-0.002	0.295
"491"	0.187	0.245
"492"	0.786	0.715
"493"	-0.031	0.437
"494"	-0.526	-0.173
"495"	0.032	0.118
"496"	-0.078	-0.135
"497"	0.366	0.362
"498"	0.398	0.239
"499"	-0.464	-0.353
"500"	0.289	0.25
